county,town,office,district,party,candidate,votes
Orleans,ALBANY,Attorney General,,Liberty Union,Rosemarie Jackowski,20
Orleans,BARTON,Attorney General,,Liberty Union,Rosemarie Jackowski,41
Orleans,BROWNINGTON,Attorney General,,Liberty Union,Rosemarie Jackowski,4
Orleans,CHARLESTON,Attorney General,,Liberty Union,Rosemarie Jackowski,22
Orleans,COVENTRY,Attorney General,,Liberty Union,Rosemarie Jackowski,14
Orleans,CRAFTSBURY,Attorney General,,Liberty Union,Rosemarie Jackowski,23
Orleans,DERBY,Attorney General,,Liberty Union,Rosemarie Jackowski,64
Orleans,GLOVER,Attorney General,,Liberty Union,Rosemarie Jackowski,29
Orleans,GREENSBORO,Attorney General,,Liberty Union,Rosemarie Jackowski,12
Orleans,HOLLAND,Attorney General,,Liberty Union,Rosemarie Jackowski,11
Orleans,IRASBURG,Attorney General,,Liberty Union,Rosemarie Jackowski,19
Orleans,JAY,Attorney General,,Liberty Union,Rosemarie Jackowski,7
Orleans,LOWELL,Attorney General,,Liberty Union,Rosemarie Jackowski,9
Orleans,MORGAN,Attorney General,,Liberty Union,Rosemarie Jackowski,11
Orleans,NEWPORT CITY,Attorney General,,Liberty Union,Rosemarie Jackowski,52
Orleans,NEWPORT TOWN,Attorney General,,Liberty Union,Rosemarie Jackowski,22
Orleans,TROY,Attorney General,,Liberty Union,Rosemarie Jackowski,23
Orleans,WESTFIELD,Attorney General,,Liberty Union,Rosemarie Jackowski,13
Orleans,WESTMORE,Attorney General,,Liberty Union,Rosemarie Jackowski,6
Rutland,BENSON,Attorney General,,Liberty Union,Rosemarie Jackowski,26
Rutland,BRANDON,Attorney General,,Liberty Union,Rosemarie Jackowski,60
Rutland,CASTLETON,Attorney General,,Liberty Union,Rosemarie Jackowski,69
Rutland,CHITTENDEN,Attorney General,,Liberty Union,Rosemarie Jackowski,26
Rutland,CLARENDON,Attorney General,,Liberty Union,Rosemarie Jackowski,36
Rutland,DANBY,Attorney General,,Liberty Union,Rosemarie Jackowski,41
Rutland,FAIR HAVEN,Attorney General,,Liberty Union,Rosemarie Jackowski,42
Rutland,HUBBARDTON,Attorney General,,Liberty Union,Rosemarie Jackowski,11
Rutland,IRA,Attorney General,,Liberty Union,Rosemarie Jackowski,5
Rutland,KILLINGTON,Attorney General,,Liberty Union,Rosemarie Jackowski,34
Rutland,MENDON,Attorney General,,Liberty Union,Rosemarie Jackowski,21
Rutland,MIDDLETOWN SPRINGS,Attorney General,,Liberty Union,Rosemarie Jackowski,20
Rutland,MOUNT HOLLY,Attorney General,,Liberty Union,Rosemarie Jackowski,44
Rutland,MOUNT TABOR,Attorney General,,Liberty Union,Rosemarie Jackowski,5
Rutland,PAWLET,Attorney General,,Liberty Union,Rosemarie Jackowski,35
Rutland,PITTSFIELD,Attorney General,,Liberty Union,Rosemarie Jackowski,14
Rutland,PITTSFORD,Attorney General,,Liberty Union,Rosemarie Jackowski,54
Rutland,POULTNEY,Attorney General,,Liberty Union,Rosemarie Jackowski,64
Rutland,PROCTOR,Attorney General,,Liberty Union,Rosemarie Jackowski,30
Rutland,RUTLAND CITY,Attorney General,,Liberty Union,Rosemarie Jackowski,239
Rutland,RUTLAND TOWN,Attorney General,,Liberty Union,Rosemarie Jackowski,59
Rutland,SHREWSBURY,Attorney General,,Liberty Union,Rosemarie Jackowski,19
Rutland,SUDBURY,Attorney General,,Liberty Union,Rosemarie Jackowski,10
Rutland,TINMOUTH,Attorney General,,Liberty Union,Rosemarie Jackowski,13
Rutland,WALLINGFORD,Attorney General,,Liberty Union,Rosemarie Jackowski,44
Rutland,WELLS,Attorney General,,Liberty Union,Rosemarie Jackowski,36
Rutland,WEST HAVEN,Attorney General,,Liberty Union,Rosemarie Jackowski,4
Rutland,WEST RUTLAND,Attorney General,,Liberty Union,Rosemarie Jackowski,56
Washington,BARRE CITY,Attorney General,,Liberty Union,Rosemarie Jackowski,92
Washington,BARRE TOWN,Attorney General,,Liberty Union,Rosemarie Jackowski,65
Washington,BERLIN,Attorney General,,Liberty Union,Rosemarie Jackowski,43
Washington,CABOT,Attorney General,,Liberty Union,Rosemarie Jackowski,24
Washington,CALAIS,Attorney General,,Liberty Union,Rosemarie Jackowski,36
Washington,DUXBURY,Attorney General,,Liberty Union,Rosemarie Jackowski,27
Washington,EAST MONTPELIER,Attorney General,,Liberty Union,Rosemarie Jackowski,39
Washington,FAYSTON,Attorney General,,Liberty Union,Rosemarie Jackowski,23
Washington,MARSHFIELD,Attorney General,,Liberty Union,Rosemarie Jackowski,30
Washington,MIDDLESEX,Attorney General,,Liberty Union,Rosemarie Jackowski,40
Washington,MONTPELIER,Attorney General,,Liberty Union,Rosemarie Jackowski,177
Washington,MORETOWN,Attorney General,,Liberty Union,Rosemarie Jackowski,32
Washington,NORTHFIELD,Attorney General,,Liberty Union,Rosemarie Jackowski,59
Washington,PLAINFIELD,Attorney General,,Liberty Union,Rosemarie Jackowski,29
Washington,ROXBURY,Attorney General,,Liberty Union,Rosemarie Jackowski,18
Washington,WAITSFIELD,Attorney General,,Liberty Union,Rosemarie Jackowski,40
Washington,WARREN,Attorney General,,Liberty Union,Rosemarie Jackowski,47
Washington,WATERBURY,Attorney General,,Liberty Union,Rosemarie Jackowski,63
Washington,WOODBURY,Attorney General,,Liberty Union,Rosemarie Jackowski,18
Washington,WORCESTER,Attorney General,,Liberty Union,Rosemarie Jackowski,26
Windham,ATHENS,Attorney General,,Liberty Union,Rosemarie Jackowski,17
Windham,BRATTLEBORO,Attorney General,,Liberty Union,Rosemarie Jackowski,380
Windham,BROOKLINE,Attorney General,,Liberty Union,Rosemarie Jackowski,13
Windham,DOVER,Attorney General,,Liberty Union,Rosemarie Jackowski,60
Windham,DUMMERSTON,Attorney General,,Liberty Union,Rosemarie Jackowski,59
Windham,GRAFTON,Attorney General,,Liberty Union,Rosemarie Jackowski,23
Windham,GUILFORD,Attorney General,,Liberty Union,Rosemarie Jackowski,69
Windham,HALIFAX,Attorney General,,Liberty Union,Rosemarie Jackowski,32
Windham,JAMAICA,Attorney General,,Liberty Union,Rosemarie Jackowski,27
Windham,LONDONDERRY,Attorney General,,Liberty Union,Rosemarie Jackowski,50
Windham,MARLBORO,Attorney General,,Liberty Union,Rosemarie Jackowski,34
Windham,NEWFANE,Attorney General,,Liberty Union,Rosemarie Jackowski,50
Windham,PUTNEY,Attorney General,,Liberty Union,Rosemarie Jackowski,82
Windham,ROCKINGHAM,Attorney General,,Liberty Union,Rosemarie Jackowski,143
Windham,STRATTON,Attorney General,,Liberty Union,Rosemarie Jackowski,8
Windham,TOWNSHEND,Attorney General,,Liberty Union,Rosemarie Jackowski,40
Windham,VERNON,Attorney General,,Liberty Union,Rosemarie Jackowski,56
Windham,WARDSBORO,Attorney General,,Liberty Union,Rosemarie Jackowski,30
Windham,WESTMINSTER,Attorney General,,Liberty Union,Rosemarie Jackowski,89
Windham,WHITINGHAM,Attorney General,,Liberty Union,Rosemarie Jackowski,50
Windham,WILMINGTON,Attorney General,,Liberty Union,Rosemarie Jackowski,84
Windham,WINDHAM,Attorney General,,Liberty Union,Rosemarie Jackowski,16
Windsor,ANDOVER,Attorney General,,Liberty Union,Rosemarie Jackowski,11
Windsor,BALTIMORE,Attorney General,,Liberty Union,Rosemarie Jackowski,4
Windsor,BARNARD,Attorney General,,Liberty Union,Rosemarie Jackowski,16
Windsor,BETHEL,Attorney General,,Liberty Union,Rosemarie Jackowski,33
Windsor,BRIDGEWATER,Attorney General,,Liberty Union,Rosemarie Jackowski,20
Windsor,CAVENDISH,Attorney General,,Liberty Union,Rosemarie Jackowski,33
Windsor,CHESTER,Attorney General,,Liberty Union,Rosemarie Jackowski,88
Windsor,HARTFORD,Attorney General,,Liberty Union,Rosemarie Jackowski,192
Windsor,HARTLAND,Attorney General,,Liberty Union,Rosemarie Jackowski,68
Windsor,LUDLOW,Attorney General,,Liberty Union,Rosemarie Jackowski,56
Windsor,NORWICH,Attorney General,,Liberty Union,Rosemarie Jackowski,46
Windsor,PLYMOUTH,Attorney General,,Liberty Union,Rosemarie Jackowski,15
Windsor,POMFRET,Attorney General,,Liberty Union,Rosemarie Jackowski,18
Windsor,READING,Attorney General,,Liberty Union,Rosemarie Jackowski,15
Windsor,ROCHESTER,Attorney General,,Liberty Union,Rosemarie Jackowski,36
Windsor,ROYALTON,Attorney General,,Liberty Union,Rosemarie Jackowski,71
Windsor,SHARON,Attorney General,,Liberty Union,Rosemarie Jackowski,25
Windsor,SPRINGFIELD,Attorney General,,Liberty Union,Rosemarie Jackowski,202
Windsor,STOCKBRIDGE,Attorney General,,Liberty Union,Rosemarie Jackowski,16
Windsor,WEATHERSFIELD,Attorney General,,Liberty Union,Rosemarie Jackowski,77
Windsor,WEST WINDSOR,Attorney General,,Liberty Union,Rosemarie Jackowski,21
Windsor,WESTON,Attorney General,,Liberty Union,Rosemarie Jackowski,17
Windsor,WINDSOR,Attorney General,,Liberty Union,Rosemarie Jackowski,75
Windsor,WOODSTOCK,Attorney General,,Liberty Union,Rosemarie Jackowski,46
Addison,ADDISON,Attorney General,,,Write-ins,0
Addison,BRIDPORT,Attorney General,,,Write-ins,1
Addison,BRISTOL,Attorney General,,,Write-ins,0
Addison,CORNWALL,Attorney General,,,Write-ins,0
Addison,FERRISBURGH,Attorney General,,,Write-ins,1
Addison,GOSHEN,Attorney General,,,Write-ins,0
Addison,GRANVILLE,Attorney General,,,Write-ins,0
Addison,HANCOCK,Attorney General,,,Write-ins,0
Addison,LEICESTER,Attorney General,,,Write-ins,0
Addison,LINCOLN,Attorney General,,,Write-ins,0
Addison,MIDDLEBURY,Attorney General,,,Write-ins,1
Addison,MONKTON,Attorney General,,,Write-ins,0
Addison,NEW HAVEN,Attorney General,,,Write-ins,0
Addison,ORWELL,Attorney General,,,Write-ins,0
Addison,PANTON,Attorney General,,,Write-ins,0
Addison,RIPTON,Attorney General,,,Write-ins,1
Addison,SALISBURY,Attorney General,,,Write-ins,0
Addison,SHOREHAM,Attorney General,,,Write-ins,2
Addison,STARKSBORO,Attorney General,,,Write-ins,0
Addison,VERGENNES,Attorney General,,,Write-ins,0
Addison,WALTHAM,Attorney General,,,Write-ins,0
Addison,WEYBRIDGE,Attorney General,,,Write-ins,1
Addison,WHITING,Attorney General,,,Write-ins,0
Bennington,ARLINGTON,Attorney General,,,Write-ins,0
Bennington,BENNINGTON,Attorney General,,,Write-ins,2
Bennington,DORSET,Attorney General,,,Write-ins,0
Bennington,LANDGROVE,Attorney General,,,Write-ins,0
Bennington,MANCHESTER,Attorney General,,,Write-ins,1
Bennington,PERU,Attorney General,,,Write-ins,0
Bennington,POWNAL,Attorney General,,,Write-ins,0
Bennington,READSBORO,Attorney General,,,Write-ins,1
Bennington,RUPERT,Attorney General,,,Write-ins,0
Bennington,SANDGATE,Attorney General,,,Write-ins,0
Bennington,SEARSBURG,Attorney General,,,Write-ins,0
Bennington,SHAFTSBURY,Attorney General,,,Write-ins,0
Bennington,STAMFORD,Attorney General,,,Write-ins,0
Bennington,SUNDERLAND,Attorney General,,,Write-ins,1
Bennington,WINHALL,Attorney General,,,Write-ins,0
Bennington,WOODFORD,Attorney General,,,Write-ins,0
Caledonia,BARNET,Attorney General,,,Write-ins,1
Caledonia,BURKE,Attorney General,,,Write-ins,0
Caledonia,DANVILLE,Attorney General,,,Write-ins,1
Caledonia,GROTON,Attorney General,,,Write-ins,0
Caledonia,HARDWICK,Attorney General,,,Write-ins,1
Caledonia,KIRBY,Attorney General,,,Write-ins,0
Caledonia,LYNDON,Attorney General,,,Write-ins,2
Caledonia,NEWARK,Attorney General,,,Write-ins,0
Caledonia,PEACHAM,Attorney General,,,Write-ins,1
Caledonia,RYEGATE,Attorney General,,,Write-ins,0
Caledonia,SAINT JOHNSBURY,Attorney General,,,Write-ins,1
Caledonia,SHEFFIELD,Attorney General,,,Write-ins,1
Caledonia,STANNARD,Attorney General,,,Write-ins,0
Caledonia,SUTTON,Attorney General,,,Write-ins,1
Caledonia,WALDEN,Attorney General,,,Write-ins,0
Caledonia,WATERFORD,Attorney General,,,Write-ins,1
Caledonia,WHEELOCK,Attorney General,,,Write-ins,1
Chittenden,BOLTON,Attorney General,,,Write-ins,0
Chittenden,BURLINGTON,Attorney General,,,Write-ins,34
Chittenden,CHARLOTTE,Attorney General,,,Write-ins,3
Chittenden,COLCHESTER,Attorney General,,,Write-ins,5
Chittenden,ESSEX,Attorney General,,,Write-ins,11
Chittenden,HINESBURG,Attorney General,,,Write-ins,1
Chittenden,HUNTINGTON,Attorney General,,,Write-ins,0
Chittenden,JERICHO,Attorney General,,,Write-ins,0
Chittenden,MILTON,Attorney General,,,Write-ins,4
Chittenden,RICHMOND,Attorney General,,,Write-ins,2
Chittenden,SAINT GEORGE,Attorney General,,,Write-ins,2
Chittenden,SHELBURNE,Attorney General,,,Write-ins,1
Chittenden,SOUTH BURLINGTON,Attorney General,,,Write-ins,3
Chittenden,UNDERHILL,Attorney General,,,Write-ins,1
Chittenden,WESTFORD,Attorney General,,,Write-ins,0
Chittenden,WILLISTON,Attorney General,,,Write-ins,2
Chittenden,WINOOSKI,Attorney General,,,Write-ins,1
Essex,BLOOMFIELD,Attorney General,,,Write-ins,0
Essex,BRIGHTON,Attorney General,,,Write-ins,0
Essex,BRUNSWICK,Attorney General,,,Write-ins,0
Essex,CANAAN,Attorney General,,,Write-ins,0
Essex,CONCORD,Attorney General,,,Write-ins,0
Essex,EAST HAVEN,Attorney General,,,Write-ins,0
Essex,GRANBY,Attorney General,,,Write-ins,0
Essex,GUILDHALL,Attorney General,,,Write-ins,1
Essex,LEMINGTON,Attorney General,,,Write-ins,0
Essex,LUNENBURG,Attorney General,,,Write-ins,0
Essex,MAIDSTONE,Attorney General,,,Write-ins,0
Essex,NORTON,Attorney General,,,Write-ins,0
Essex,VICTORY,Attorney General,,,Write-ins,0
Franklin,BAKERSFIELD,Attorney General,,,Write-ins,0
Franklin,BERKSHIRE,Attorney General,,,Write-ins,0
Franklin,ENOSBURGH,Attorney General,,,Write-ins,0
Franklin,FAIRFAX,Attorney General,,,Write-ins,1
Franklin,FAIRFIELD,Attorney General,,,Write-ins,0
Franklin,FLETCHER,Attorney General,,,Write-ins,0
Franklin,FRANKLIN,Attorney General,,,Write-ins,0
Franklin,GEORGIA,Attorney General,,,Write-ins,2
Franklin,HIGHGATE,Attorney General,,,Write-ins,0
Franklin,MONTGOMERY,Attorney General,,,Write-ins,0
Franklin,RICHFORD,Attorney General,,,Write-ins,0
Franklin,SAINT ALBANS CITY,Attorney General,,,Write-ins,1
Franklin,SAINT ALBANS TOWN,Attorney General,,,Write-ins,6
Franklin,SHELDON,Attorney General,,,Write-ins,0
Franklin,SWANTON,Attorney General,,,Write-ins,1
Grand Isle,ALBURGH,Attorney General,,,Write-ins,6
Grand Isle,GRAND ISLE,Attorney General,,,Write-ins,1
Grand Isle,ISLE LA MOTTE,Attorney General,,,Write-ins,0
Grand Isle,NORTH HERO,Attorney General,,,Write-ins,0
Grand Isle,SOUTH HERO,Attorney General,,,Write-ins,0
Lamoille,BELVIDERE,Attorney General,,,Write-ins,0
Lamoille,CAMBRIDGE,Attorney General,,,Write-ins,2
Lamoille,EDEN,Attorney General,,,Write-ins,0
Lamoille,ELMORE,Attorney General,,,Write-ins,0
Lamoille,HYDE PARK,Attorney General,,,Write-ins,0
Lamoille,JOHNSON,Attorney General,,,Write-ins,2
Lamoille,MORRISTOWN,Attorney General,,,Write-ins,1
Lamoille,STOWE,Attorney General,,,Write-ins,2
Lamoille,WATERVILLE,Attorney General,,,Write-ins,0
Lamoille,WOLCOTT,Attorney General,,,Write-ins,0
Orange,BRADFORD,Attorney General,,,Write-ins,3
Orange,BRAINTREE,Attorney General,,,Write-ins,0
Orange,BROOKFIELD,Attorney General,,,Write-ins,0
Orange,CHELSEA,Attorney General,,,Write-ins,0
Orange,CORINTH,Attorney General,,,Write-ins,0
Orange,FAIRLEE,Attorney General,,,Write-ins,0
Orange,NEWBURY,Attorney General,,,Write-ins,0
Orange,ORANGE,Attorney General,,,Write-ins,0
Orange,RANDOLPH,Attorney General,,,Write-ins,1
Orange,STRAFFORD,Attorney General,,,Write-ins,6
Orange,THETFORD,Attorney General,,,Write-ins,2
Orange,TOPSHAM,Attorney General,,,Write-ins,1
Orange,TUNBRIDGE,Attorney General,,,Write-ins,0
Orange,VERSHIRE,Attorney General,,,Write-ins,0
Orange,WASHINGTON,Attorney General,,,Write-ins,0
Orange,WEST FAIRLEE,Attorney General,,,Write-ins,0
Orange,WILLIAMSTOWN,Attorney General,,,Write-ins,1
Orleans,ALBANY,Attorney General,,,Write-ins,0
Orleans,BARTON,Attorney General,,,Write-ins,0
Orleans,BROWNINGTON,Attorney General,,,Write-ins,0
Orleans,CHARLESTON,Attorney General,,,Write-ins,0
Orleans,COVENTRY,Attorney General,,,Write-ins,1
Orleans,CRAFTSBURY,Attorney General,,,Write-ins,0
Orleans,DERBY,Attorney General,,,Write-ins,0
Orleans,GLOVER,Attorney General,,,Write-ins,0
Orleans,GREENSBORO,Attorney General,,,Write-ins,0
Orleans,HOLLAND,Attorney General,,,Write-ins,0
Orleans,IRASBURG,Attorney General,,,Write-ins,0
Orleans,JAY,Attorney General,,,Write-ins,0
Orleans,LOWELL,Attorney General,,,Write-ins,0
Orleans,MORGAN,Attorney General,,,Write-ins,0
Orleans,NEWPORT CITY,Attorney General,,,Write-ins,2
Orleans,NEWPORT TOWN,Attorney General,,,Write-ins,0
Orleans,TROY,Attorney General,,,Write-ins,0
Orleans,WESTFIELD,Attorney General,,,Write-ins,0
Orleans,WESTMORE,Attorney General,,,Write-ins,0
Rutland,BENSON,Attorney General,,,Write-ins,1
Rutland,BRANDON,Attorney General,,,Write-ins,0
Rutland,CASTLETON,Attorney General,,,Write-ins,1
Rutland,CHITTENDEN,Attorney General,,,Write-ins,1
Rutland,CLARENDON,Attorney General,,,Write-ins,1
Rutland,DANBY,Attorney General,,,Write-ins,0
Rutland,FAIR HAVEN,Attorney General,,,Write-ins,0
Rutland,HUBBARDTON,Attorney General,,,Write-ins,0
Rutland,IRA,Attorney General,,,Write-ins,0
Rutland,KILLINGTON,Attorney General,,,Write-ins,0
Rutland,MENDON,Attorney General,,,Write-ins,1
Rutland,MIDDLETOWN SPRINGS,Attorney General,,,Write-ins,0
Rutland,MOUNT HOLLY,Attorney General,,,Write-ins,0
Rutland,MOUNT TABOR,Attorney General,,,Write-ins,0
Rutland,PAWLET,Attorney General,,,Write-ins,0
Rutland,PITTSFIELD,Attorney General,,,Write-ins,0
Rutland,PITTSFORD,Attorney General,,,Write-ins,1
Rutland,POULTNEY,Attorney General,,,Write-ins,1
Rutland,PROCTOR,Attorney General,,,Write-ins,0
Rutland,RUTLAND CITY,Attorney General,,,Write-ins,10
Rutland,RUTLAND TOWN,Attorney General,,,Write-ins,3
Rutland,SHREWSBURY,Attorney General,,,Write-ins,1
Rutland,SUDBURY,Attorney General,,,Write-ins,0
Rutland,TINMOUTH,Attorney General,,,Write-ins,1
Rutland,WALLINGFORD,Attorney General,,,Write-ins,0
Rutland,WELLS,Attorney General,,,Write-ins,0
Rutland,WEST HAVEN,Attorney General,,,Write-ins,0
Rutland,WEST RUTLAND,Attorney General,,,Write-ins,1
Washington,BARRE CITY,Attorney General,,,Write-ins,3
Washington,BARRE TOWN,Attorney General,,,Write-ins,2
Washington,BERLIN,Attorney General,,,Write-ins,1
Washington,CABOT,Attorney General,,,Write-ins,0
Washington,CALAIS,Attorney General,,,Write-ins,0
Washington,DUXBURY,Attorney General,,,Write-ins,0
Washington,EAST MONTPELIER,Attorney General,,,Write-ins,1
Washington,FAYSTON,Attorney General,,,Write-ins,0
Washington,MARSHFIELD,Attorney General,,,Write-ins,1
Washington,MIDDLESEX,Attorney General,,,Write-ins,3
Washington,MONTPELIER,Attorney General,,,Write-ins,5
Washington,MORETOWN,Attorney General,,,Write-ins,0
Washington,NORTHFIELD,Attorney General,,,Write-ins,0
Washington,PLAINFIELD,Attorney General,,,Write-ins,0
Washington,ROXBURY,Attorney General,,,Write-ins,0
Washington,WAITSFIELD,Attorney General,,,Write-ins,0
Washington,WARREN,Attorney General,,,Write-ins,0
Washington,WATERBURY,Attorney General,,,Write-ins,1
Washington,WOODBURY,Attorney General,,,Write-ins,0
Washington,WORCESTER,Attorney General,,,Write-ins,1
Windham,ATHENS,Attorney General,,,Write-ins,0
Windham,BRATTLEBORO,Attorney General,,,Write-ins,1
Windham,BROOKLINE,Attorney General,,,Write-ins,0
Windham,DOVER,Attorney General,,,Write-ins,0
Windham,DUMMERSTON,Attorney General,,,Write-ins,1
Windham,GRAFTON,Attorney General,,,Write-ins,0
Windham,GUILFORD,Attorney General,,,Write-ins,1
Windham,HALIFAX,Attorney General,,,Write-ins,0
Windham,JAMAICA,Attorney General,,,Write-ins,0
Windham,LONDONDERRY,Attorney General,,,Write-ins,1
Windham,MARLBORO,Attorney General,,,Write-ins,0
Windham,NEWFANE,Attorney General,,,Write-ins,3
Windham,PUTNEY,Attorney General,,,Write-ins,2
Windham,ROCKINGHAM,Attorney General,,,Write-ins,1
Windham,STRATTON,Attorney General,,,Write-ins,0
Windham,TOWNSHEND,Attorney General,,,Write-ins,0
Windham,VERNON,Attorney General,,,Write-ins,2
Windham,WARDSBORO,Attorney General,,,Write-ins,0
Windham,WESTMINSTER,Attorney General,,,Write-ins,0
Windham,WHITINGHAM,Attorney General,,,Write-ins,0
Windham,WILMINGTON,Attorney General,,,Write-ins,0
Windham,WINDHAM,Attorney General,,,Write-ins,0
Windsor,ANDOVER,Attorney General,,,Write-ins,0
Windsor,BALTIMORE,Attorney General,,,Write-ins,0
Windsor,BARNARD,Attorney General,,,Write-ins,1
Windsor,BETHEL,Attorney General,,,Write-ins,0
Windsor,BRIDGEWATER,Attorney General,,,Write-ins,0
Windsor,CAVENDISH,Attorney General,,,Write-ins,0
Windsor,CHESTER,Attorney General,,,Write-ins,1
Windsor,HARTFORD,Attorney General,,,Write-ins,6
Windsor,HARTLAND,Attorney General,,,Write-ins,0
Windsor,LUDLOW,Attorney General,,,Write-ins,0
Windsor,NORWICH,Attorney General,,,Write-ins,2
Windsor,PLYMOUTH,Attorney General,,,Write-ins,0
Windsor,POMFRET,Attorney General,,,Write-ins,0
Windsor,READING,Attorney General,,,Write-ins,0
Windsor,ROCHESTER,Attorney General,,,Write-ins,0
